blockchain,nft_contract_address,project_contract_address,token_id,evt_type,trade_category,trade_type,tx_hash,block_time,block_number,amount_raw,amount_original,amount_usd,currency_contract,currency_symbol,project,number_of_items,tx_from,tx_to
ethereum,0x9c80777cae192e5031c38a0d951c55730ecc3f5e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,5509,Trade,Buy,secondary,0xb2b243285cec92b4efc81875e474e5e9835804b24b4c3db7dd12b0efdf8dc715,2023-11-20 13:29:11.000 UTC,18613303,118800000000000000,0.1188,240.508224,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x21261ad3daddefd940b73eb219b140bab41a7eb8,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,3576,Trade,Buy,secondary,0x75b87dbb8d6f3a32c7f89c5c4028f6e77b9b20428f458cfd2cb7dd7960e8c97d,2023-11-20 13:29:11.000 UTC,18613303,190000000000000000,0.19,384.6512,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x7eabfe610657218bb4fd5620ed699b14de305412,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x6080b6d2c02e9a0853495b87ce6a65e353b74744,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,528,Trade,buy,single item trade,0x622f577bc81cbaf711a0a35986dfbb119b0d1c16a9985fe78fad4ccf83df247e,2023-11-20 13:29:23.000 UTC,18613304,43249999990000000,0.04324999999,87.55875997975521,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x008eab1c733e9819e70f566cf95ba4cc4adda635,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x0fc3dd8c37880a297166bed57759974a157f0e74,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,9322,Trade,buy,single item trade,0xaa7fc6916449e4c24cc23a3d8ce2239c6f6bfa405f75d1507fb881bb6e537943,2023-11-20 13:29:35.000 UTC,18613305,830000000000000000,0.83,1680.3183999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xe2c40150b5b08d4faa80861f659bb01bdf78fd10,0x39da41747a83aee658334415666f3ef92dd0d541
ethereum,0x3004c553da0160e67a379fd925acf5d6995795aa,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,59,Trade,buy,single item trade,0x77d9cfca8afa76524e3eb6e01098ef1502ce3350e0873a14bada69215ac7c471,2023-11-20 13:29:35.000 UTC,18613305,70000000000000000,0.07,141.7136,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x4746d819a6776ccc0dcdf7021908c490034891b0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4052,Trade,Buy,secondary,0x71f82f8c779f6644546fa906ea5659b4df6b354e4c8d642f05ad3d01b3c58ce8,2023-11-20 13:29:35.000 UTC,18613305,160000000000000000,0.16,323.9168,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x8dabdbd6f90116d0dd9c2abd597d4ee9eddc47b8,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1592,Trade,buy,single item trade,0x54fe565f425003b0d6da095069c22ff2f4f46a77dbd900eec7583bfefcfd0091,2023-11-20 13:29:47.000 UTC,18613306,194000000000000000,0.194,392.74912,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x91c321381042f642377c5a2ed0396a919cd258fa,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xfc8a98c22a9e32948ab028414d67c62c49b16864,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,8873,Trade,offer accepted,single item trade,0x8f0a70e45aa18cc8694285abd0062fa357142e163641f9b9dab69ceaa8fa8531,2023-11-20 13:29:47.000 UTC,18613306,380000000000000000,0.38,769.3024,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x636af41967467b89467eb5580136d50c8bed1c11,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xdf1d852febf9d780343eb7d4ce732db678b78581,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4449,Trade,buy,single item trade,0xe466ed0acdebd77e49c2b714fbf031ad86424227fae7ab3c20d07bc21aa8cda2,2023-11-20 13:29:47.000 UTC,18613306,170000000000000000,0.17,344.1616,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd18e491d7e2dc539e938bd1dbd98af6f970bb5a0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xf105c766af358ae7ddea36effa86c96ed5ad2a56,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1862,Trade,buy,single item trade,0x7e8c1c824cd84595bffb94378f42352d9cc5e661ad278d739965fee806bdff64,2023-11-20 13:29:59.000 UTC,18613307,5500000000000000,0.0055,11.13464,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x624310638b9901933fab5f5b0deb2b33e13c87cc,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x18b9db07cf194aac853daaa076d421b1dd0c75b0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1634,Trade,offer accepted,single item trade,0x3c8362c50a3c1ae7d05e49c59267c30aa09d3b5d1d9818f2e395c823c2cb31a7,2023-11-20 13:29:59.000 UTC,18613307,111000000000000000,0.111,224.71728000000002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x96880df5652c2a23e3e05a703da3f95e1cf0aa3a,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1224,Trade,Buy,secondary,0x0d69fabbad70e682dad3709aeed2330e172c592d3520ef2e0714d501707a9bc6,2023-11-20 13:29:59.000 UTC,18613307,196600000000000000,0.1966,398.012768,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x345ea5af0ce4aab81ddb3491e6643fb80c5567d7,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x7faa7a72d2126fd9845ca4a81aac9e3977b6592d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,275,Trade,buy,single item trade,0x3fba02951a2714293e6276f6d2fb6a98c1a5e73508807400a8f405d7b6bbd549,2023-11-20 13:30:11.000 UTC,18613308,7200000000000000,0.0072,14.580504,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd874f397202b032e2611cf999ff737da419233e9,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x51e0b1afe5da0c038fc93a3fc8e11cf7a238b40b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,608,Trade,buy,single item trade,0xb587dd0cccf1ad5f19fc2cba3e5a0bd98f92d64f05acec109fc5610ef58d9268,2023-11-20 13:30:11.000 UTC,18613308,3600000000000000,0.0036,7.290252,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd061969e300085dca5088c2b143c73d6617bc7e4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xfeb52cbf71b9adac957c6f948a6cf9980ac8c907,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5094,Trade,buy,single item trade,0xb587dd0cccf1ad5f19fc2cba3e5a0bd98f92d64f05acec109fc5610ef58d9268,2023-11-20 13:30:11.000 UTC,18613308,3600000000000000,0.0036,7.290252,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd061969e300085dca5088c2b143c73d6617bc7e4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x51e0b1afe5da0c038fc93a3fc8e11cf7a238b40b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,889,Trade,buy,single item trade,0xb587dd0cccf1ad5f19fc2cba3e5a0bd98f92d64f05acec109fc5610ef58d9268,2023-11-20 13:30:11.000 UTC,18613308,3600000000000000,0.0036,7.290252,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd061969e300085dca5088c2b143c73d6617bc7e4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2270,Trade,Buy,secondary,0x5220d9f502bf7de91b05285328a0e32b9afec5a5f17a9795b3602a43038d60b2,2023-11-20 13:30:11.000 UTC,18613308,162700000000000000,0.1627,329.47888900000004,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xe615882063f91297c368af733d3937d5d0f1ac6e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x20f780a973856b93f63670377900c1d2a50a77c4,2524,Trade,Buy,secondary,0x3803f86aa58ed57f00e8a8c8367193ce2907e0d5e74227c5e0c4525cc6664a65,2023-11-20 13:30:35.000 UTC,18613310,160000000000000000,0.16,324.35360000000003,0x0000000000000000000000000000000000000000,ETH,element,1,0x34b3ea1e864c82912765255306ebb9f140fcf0f5,0x20f780a973856b93f63670377900c1d2a50a77c4
ethereum,0xf661d58cfe893993b11d53d11148c4650590c692,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,7019,Trade,buy,single item trade,0xaeb1b51784adaef2aab4d04ced33717663ea0ad55dbcca86960e66246b62b551,2023-11-20 13:30:35.000 UTC,18613310,46900000000000000,0.0469,94.97578299999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x10534a71e8e52806df677cbdb8052d4caa417fc0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x8f6a4d8ad2493adfd7d1540ccdba11bde5c7eb9e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1358,Trade,buy,single item trade,0xfe328864b27ecb592cf34e58d2ada41efc97d1a5fd7a71bd7702eeea703753cc,2023-11-20 13:30:35.000 UTC,18613310,27000000000000000,0.027,54.67689,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xa5c403763b419cf567cb42e049c7bbf26e76af78,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x8f6a4d8ad2493adfd7d1540ccdba11bde5c7eb9e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,72,Trade,buy,single item trade,0xfe328864b27ecb592cf34e58d2ada41efc97d1a5fd7a71bd7702eeea703753cc,2023-11-20 13:30:35.000 UTC,18613310,29900000000000000,0.0299,60.549592999999994,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xa5c403763b419cf567cb42e049c7bbf26e76af78,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x8f6a4d8ad2493adfd7d1540ccdba11bde5c7eb9e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4982,Trade,buy,single item trade,0xfe328864b27ecb592cf34e58d2ada41efc97d1a5fd7a71bd7702eeea703753cc,2023-11-20 13:30:35.000 UTC,18613310,26000000000000000,0.026,52.651819999999994,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xa5c403763b419cf567cb42e049c7bbf26e76af78,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x1fe1ffffef6b4dca417d321ccd37e081f604d1c7,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4547,Trade,buy,single item trade,0xfe8a11b140a714b9d1d536bfeb54841b369c8db967ab698d9acfea1e7b4dc109,2023-11-20 13:30:35.000 UTC,18613310,2000000000000000,0.002,4.05014,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xe51dfc55781cec4579118d24743a60d80b4eb3c8,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xc4973de5ee925b8219f1e74559fb217a8e355ecf,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,3332,Trade,Buy,secondary,0x324af4cbde1fc941d94b71613921f6410eead8149cde42c43dc065a4c1c3f3cf,2023-11-20 13:30:35.000 UTC,18613310,399900000000000000,0.3999,809.8254929999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x0d2bab04bbf30b045a4d148abb91df85a77a8b3f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xc4973de5ee925b8219f1e74559fb217a8e355ecf,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,3358,Trade,Buy,secondary,0x324af4cbde1fc941d94b71613921f6410eead8149cde42c43dc065a4c1c3f3cf,2023-11-20 13:30:35.000 UTC,18613310,399900000000000000,0.3999,809.8254929999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x0d2bab04bbf30b045a4d148abb91df85a77a8b3f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x8f6a4d8ad2493adfd7d1540ccdba11bde5c7eb9e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,7734,Trade,Buy,secondary,0xa102ff3479188991f6d8dc49af8365bb7c91efb70d69de0dcc06b0c9d35ddaa9,2023-11-20 13:30:35.000 UTC,18613310,24000000000000000,0.024,48.60168,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x6ab1ac5c79193579ad7365b1f852c12ef45bd921,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5469,Trade,buy,single item trade,0x8c1003b0ceba8f4a73a011d23f05e0ceaed6e0bcaf030199a41bb3a1c23412ce,2023-11-20 13:30:59.000 UTC,18613312,200000000000000000,0.2,405.014,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x29c8c3ae4a3ce83c6871109b7ff1464a2b8ca7d0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,3434,Trade,buy,single item trade,0xf83bd48d44f46730abef0601ec9cb916485dc41b1ab1299334babcc34aa132f7,2023-11-20 13:30:59.000 UTC,18613312,203800000000000000,0.2038,412.709266,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x937664afe9b7e4f952c145be976bc058bbe44699,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4656,Trade,Buy,secondary,0xb362d683cab51d56a0aef4f6e657390a468d4e52a9611ed46762c1bee08fe42f,2023-11-20 13:31:23.000 UTC,18613314,187000000000000000,0.187,378.68809,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x54a5a8f04faf755fba805436158e11c1a7505a58,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x3bdca51226202fc2a64211aa35a8d95d61c6ca99,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,81044,Trade,Offer Accepted,secondary,0xba271026f4f12e84951ffa26886a5c21f051bb3d39f89c9249d0905c731106f2,2023-11-20 13:31:23.000 UTC,18613314,160000000000000000,0.16,324.0112,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,x2y2,1,0xf11e2c90979764f822713e276e7ead046d0f66fa,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4657,Trade,Buy,secondary,0x016985d162ca2c358cb80f7ea0de89f05e98d3333f1f794b7778b9e86916c3b7,2023-11-20 13:31:35.000 UTC,18613315,189000000000000000,0.189,382.73823,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xddeea7c5e26c9c96316633c8af2c994aa3d141c1,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x1c67d8f07d7ef2d637e61ed3fbc3fa9aaf7a6267,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4748,Trade,Sell,secondary,0xd1484096eadd93f36ee5eeda36f282af8a96113379238ece44f445577ce90e5d,2023-11-20 13:31:35.000 UTC,18613315,20000000000000000,0.02,40.5014,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x1e9419d0ee749574614c3dcfb59c9d0e6acff199,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,69491,Trade,Sell,secondary,0xa69e3447fb37a93fae74ea568d35ed52f04d653f78eaf1956fce43d1994ff303,2023-11-20 13:31:35.000 UTC,18613315,600000000000000000,0.6,1215.042,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x88011e1e335e4dde0eb0dc37d23c57bdd00c543e,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1365,Trade,buy,single item trade,0xa1fac98b9bb0ef77231f31e6ed2468818cf4b85b42b0326abfb0acd0a723dd39,2023-11-20 13:31:47.000 UTC,18613316,199000000000000000,0.199,402.98893,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x8e7844d3e9ce4967a9f9aa7f6945775b8e9f75c9,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xe0176ba60efddb29cac5b15338c9962daee9de0c,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2950,Trade,Sell,secondary,0x25f58f3676271cad957463beef975d5f12be306174498739b18c63c88e093777,2023-11-20 13:31:47.000 UTC,18613316,60000000000000000,0.06,121.5042,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x851d139a46af492eb1813adf6b5acae566f059e0,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xc374a204334d4edd4c6a62f0867c752d65e9579c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2246,Trade,buy,single item trade,0xff15f6cec77f106b546959d4e006139edc57701502f74cd7b7303ee757852d55,2023-11-20 13:31:59.000 UTC,18613317,109890000000000000,0.10989,222.53494229999998,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xcf6a09e31238e80a754a980b299949ff1fed7827,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x8f6a4d8ad2493adfd7d1540ccdba11bde5c7eb9e,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,29,Trade,buy,single item trade,0x17ea093b79ba1e63fcadf940cd741d108f3250f7d60aba4da3fd24bf5da90a29,2023-11-20 13:31:59.000 UTC,18613317,29900000000000000,0.0299,60.549592999999994,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x31daa1fc9360d0ca20bcbc0cde3311500b33f8b3,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xbcb2adb9cbf458a0740fcb657619aeeed97e36572067cd7791cad7aa3d0ae5fc,2023-11-20 13:32:11.000 UTC,18613318,198000000000000000,0.198,400.96386,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x0761145e64dce908e55422f0802494ff5e4f2b13,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4821,Trade,offer accepted,single item trade,0xa186108df943a0fc08031b215126de01382a0206e42452e49eb63c13e3ae08f3,2023-11-20 13:32:23.000 UTC,18613319,130000000000000000,0.13,263.2591,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3a8a485973882f70556bac161a2456e1b6a8f718,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2404,Trade,offer accepted,single item trade,0xa186108df943a0fc08031b215126de01382a0206e42452e49eb63c13e3ae08f3,2023-11-20 13:32:23.000 UTC,18613319,155000000000000000,0.155,313.88585,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3a8a485973882f70556bac161a2456e1b6a8f718,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xa536ed505f7ef5873f3019d4ad8a6bb3abdc88a4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2140,Trade,buy,single item trade,0x93d72debdbe4492e487236d95eae848823b62beff6c44cf6c11a8ef56b09e62d,2023-11-20 13:32:23.000 UTC,18613319,3000000000000000,0.003,6.07521,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x43b1b25406a902994d967c65d0af8f3e459f8cbe,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5519,Trade,offer accepted,single item trade,0xa186108df943a0fc08031b215126de01382a0206e42452e49eb63c13e3ae08f3,2023-11-20 13:32:23.000 UTC,18613319,140000000000000000,0.14,283.50980000000004,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3a8a485973882f70556bac161a2456e1b6a8f718,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5282,Trade,offer accepted,single item trade,0xa186108df943a0fc08031b215126de01382a0206e42452e49eb63c13e3ae08f3,2023-11-20 13:32:23.000 UTC,18613319,141200000000000000,0.1412,285.93988399999995,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3a8a485973882f70556bac161a2456e1b6a8f718,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4837,Trade,offer accepted,single item trade,0xa186108df943a0fc08031b215126de01382a0206e42452e49eb63c13e3ae08f3,2023-11-20 13:32:23.000 UTC,18613319,141100000000000000,0.1411,285.737377,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x3a8a485973882f70556bac161a2456e1b6a8f718,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2232,Trade,buy,single item trade,0x2b348ce21be21d9069ee10ae1a14bdcd154e7b1b3dbb4ab9206d4a05fea1a388,2023-11-20 13:32:35.000 UTC,18613320,209900000000000000,0.2099,425.062193,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x96880df5652c2a23e3e05a703da3f95e1cf0aa3a,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x7b971d3d70a8c58c3a354519817c1e7df561537b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,258,Trade,offer accepted,single item trade,0xe5cbc8a4b9a6cd7bde61dc0cf77181c3fad9eafc9def020fe3aa96b850c7dac9,2023-11-20 13:32:35.000 UTC,18613320,35100000000000000,0.0351,71.079957,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x858562a1ff56047f5e83b9d677cf67fd5754aea7,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,316,Trade,buy,single item trade,0x2ec5137e9c25cbfaf307e2f26a265498818c72f8ad2c450217456216e8d452b4,2023-11-20 13:32:47.000 UTC,18613321,450000000000000000,0.45,911.2814999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x08b1c0fbdb3c4e22a6448b3ce3fa825b61c81094,0x39da41747a83aee658334415666f3ef92dd0d541
ethereum,0x2b6df7f8389e6ecf97a0f06b189349c409a24083,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,1505,Trade,Buy,secondary,0x2ec5137e9c25cbfaf307e2f26a265498818c72f8ad2c450217456216e8d452b4,2023-11-20 13:32:47.000 UTC,18613321,200000000000000000,0.2,405.014,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x08b1c0fbdb3c4e22a6448b3ce3fa825b61c81094,0x39da41747a83aee658334415666f3ef92dd0d541
ethereum,0xdf1d852febf9d780343eb7d4ce732db678b78581,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,259,Trade,Buy,secondary,0x0ab271335962c7630a61b41bba6d973f4b75fe6ef1237cc6fdfa8a1fb6ac7558,2023-11-20 13:32:47.000 UTC,18613321,290000000000000000,0.29,587.2702999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x8527638f213d19f93a73d0131b67dc73bf9d4442,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x82bf857adca10f6342a383e0872ad8d2c4d87d82,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xa9481c5a886c356370f09b0c5d0e4032c3aee67b90fccc17f55b0153500a3e37,2023-11-20 13:32:59.000 UTC,18613322,34000000000000000,0.034,68.85238,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xff90113b5ec26fa474449514d457a4b75ec8e17c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x82bf857adca10f6342a383e0872ad8d2c4d87d82,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xa9481c5a886c356370f09b0c5d0e4032c3aee67b90fccc17f55b0153500a3e37,2023-11-20 13:32:59.000 UTC,18613322,62000000000000000,0.062,125.55434,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,2,0xff90113b5ec26fa474449514d457a4b75ec8e17c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x82bf857adca10f6342a383e0872ad8d2c4d87d82,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xa9481c5a886c356370f09b0c5d0e4032c3aee67b90fccc17f55b0153500a3e37,2023-11-20 13:32:59.000 UTC,18613322,99000000000000000,0.099,200.48193,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,3,0xff90113b5ec26fa474449514d457a4b75ec8e17c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
