blockchain,nft_contract_address,project_contract_address,token_id,evt_type,trade_category,trade_type,tx_hash,block_time,block_number,amount_raw,amount_original,amount_usd,currency_contract,currency_symbol,project,number_of_items,tx_from,tx_to
ethereum,0x4287bd7cc2b4aa8650e2887055a4674759c216e2,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1178,Trade,buy,single item trade,0x5a8d68cbe506ec713dde1d8597f4ab049db00e58887868ca2b7d9b938007decd,2023-11-20 00:05:11.000 UTC,18609309,5499000000000000,0.005499,11.057224230000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xbacc52587342f05221112efc0c64efbaa7076ff0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x9a87a43ac0b50984cd20964cb4978e6d9b3cbe5d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6278,Trade,offer accepted,single item trade,0x24dabacfaf3b64725758b30f4584710edac2c379de8101e060559065d51e44d9,2023-11-20 00:06:23.000 UTC,18609315,52800000000000000,0.0528,106.168656,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x2e40b1ca09298417b40dab702c082553fe47f20a,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xdc70d3600e126c38f59375f881c908ef5f9a12c5,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,462,Trade,buy,single item trade,0x57f23ce95288a0ba0df323f29ddf7705f93cac8addcae91c566d69ee9885244a,2023-11-20 00:06:47.000 UTC,18609317,153900000000000000,0.1539,309.45750300000003,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xafc42ca972108c760c47c9fa0f235826151f7d46,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x86cc280d0bac0bd4ea38ba7d31e895aa20cceb4b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2204,Trade,buy,single item trade,0x258ea6567a0d52c439f5f34c5ca05a0748633b85b3688909e8c168ed7c4495f4,2023-11-20 00:06:59.000 UTC,18609318,319900000000000000,0.3199,643.245323,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xa0804a3796a2e00c62fc99d85cafd8452f333f5d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xd374410e9bb22f3771ffbd0b40a07c0cf44a04fc,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0,Trade,offer accepted,single item trade,0x3147dc418d182e5f513e605974a769c9e9a517e6bac74e635563bc73eaf63510,2023-11-20 00:07:23.000 UTC,18609320,47600000000000000,0.0476,95.712652,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x1b3f0bea0b2b2550e5ab6f527a915bb3d13e3880,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x7ecb204fed7e386386cab46a1fcb823ec5067ad5,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5587,Trade,buy,single item trade,0xfb8f6f48ef8591aaec0181036f607eac2b55d8b9446295eba6ee49f1bd457c13,2023-11-20 00:07:47.000 UTC,18609322,260000000000000000,0.26,522.8002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x37b53d8c021d7c55046b8f8ab00cf9476e8ed3fd,0xf2458bd228d8a39b64bd3b9f84890e957cac3bbc
ethereum,0x6df55525e32a4f1784698f8937adcba645321693,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2,Trade,buy,single item trade,0x695ab8cb1e31ca9736286991de79d4eb5e40b5ca3b36a6c6b36eb4b9bdfed313,2023-11-20 00:07:47.000 UTC,18609322,11110000000000000,0.01111,22.3396547,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x11c2794be7e62ebf396e8f8a8a4cb540478f61e8,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x7ecb204fed7e386386cab46a1fcb823ec5067ad5,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5048,Trade,buy,single item trade,0xfb8f6f48ef8591aaec0181036f607eac2b55d8b9446295eba6ee49f1bd457c13,2023-11-20 00:07:47.000 UTC,18609322,260000000000000000,0.26,522.8002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x37b53d8c021d7c55046b8f8ab00cf9476e8ed3fd,0xf2458bd228d8a39b64bd3b9f84890e957cac3bbc
ethereum,0x9d418c2cae665d877f909a725402ebd3a0742844,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6288,Trade,buy,single item trade,0x86d9857f71e099b7d0217c250e10a5e1367a69b036ea853f32388f05d9ca905b,2023-11-20 00:07:47.000 UTC,18609322,15000000000000000,0.015,30.16155,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x975311468dfb7e6b787232e82d9f8b03fd5435de,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xc114f87326c0e07f40e73b6c9fcea54888c2c67f,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2051,Trade,Buy,secondary,0x11dccad8c5a5d25b416618b290cab086295c119baf44371e6d1bd831caa61342,2023-11-20 00:07:47.000 UTC,18609322,18200000000000000,0.0182,36.596014000000004,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x008c94f5a611d7366c70b1552fe460a041c6c7f1,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x3bdca51226202fc2a64211aa35a8d95d61c6ca99,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,75780,Trade,Buy,secondary,0x05110e5a543a3cef438475abe03c92bfeb3a77e607d8c2c57d132c98a29bd44e,2023-11-20 00:07:59.000 UTC,18609323,333300000000000000,0.3333,669.7230209999999,0x0000000000000000000000000000000000000000,ETH,x2y2,1,0x17a66f73d61b4f9e4b302449974d479df7b03cf9,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3
ethereum,0xc9cb0fee73f060db66d2693d92d75c825b1afdbf,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,808887,Trade,offer accepted,single item trade,0x6b652b88cda06ccd1d6eae6f2b5bdcf3b1bee8df6aad1d391129793df1638730,2023-11-20 00:08:11.000 UTC,18609324,54000000000000000,0.054,108.58158,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x1b3f0bea0b2b2550e5ab6f527a915bb3d13e3880,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x2d4a73b1a546e2c184af99c379c56ba043a6b5cd2cef95311cd62f3ab6ac337f,2023-11-20 00:08:11.000 UTC,18609324,132000000000000000,0.132,265.42164,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xa50a9a55811d105c2d5451c688b4b74954161185,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xaa813f8691b10dc62bd616ae90b05a52f0c40c1d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1378,Trade,buy,single item trade,0x89f1fe6f92d3440d102f8b2dcf765aa30935ad173cec4128fbc03789441f1a6d,2023-11-20 00:08:35.000 UTC,18609326,30000000000000000,0.03,60.3231,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x845b6d99f8cf7ac735c92827e21d59f0d747069b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x6864cc3b8cfdcfa8cfb22e9fe732cc6feff4e740,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,888321785496360930,Trade,Sell,secondary,0xe1b6b667c0811f619fb8b6df64efe7c10a0f93bca1faeb3d54362dd59bba247a,2023-11-20 00:08:35.000 UTC,18609326,440000000000000000,0.44,884.7388,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0xb64199cd690aa4e78f1a6625660347ce63031d72,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xf661d58cfe893993b11d53d11148c4650590c692,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6552,Trade,buy,single item trade,0x660757f075bc62570251ac5aacf40a69520bc72735fcb35f0c019436b7960b5b,2023-11-20 00:08:47.000 UTC,18609327,54999000000000000,0.054999,110.59033923,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x2722aa1abf7e6fbd76d058475aace2050bd45f44,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xb301b2adde24fc3545e7aa119a50ac45d96649d866d9d9467a606f4be5a0839e,2023-11-20 00:09:11.000 UTC,18609329,134999996000000000,0.134999996,271.45394195692,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd44bf9c873414d57e3ddd2012c07335b707303b0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xb301b2adde24fc3545e7aa119a50ac45d96649d866d9d9467a606f4be5a0839e,2023-11-20 00:09:11.000 UTC,18609329,135000000000000000,0.135,271.45395,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd44bf9c873414d57e3ddd2012c07335b707303b0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xd0c02efacfbae633383debeb0a20b57d3ad61c23,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,25,Trade,buy,single item trade,0xdfc71327425269d39c72393eeb46dee0ce814e93fc673e4aa97215e7b91e225d,2023-11-20 00:09:11.000 UTC,18609329,11100000000000000,0.0111,22.319547,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xdce95a016f359383a617a9c20913ab803bf6bb3c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xd0c02efacfbae633383debeb0a20b57d3ad61c23,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,23,Trade,buy,single item trade,0xdfc71327425269d39c72393eeb46dee0ce814e93fc673e4aa97215e7b91e225d,2023-11-20 00:09:11.000 UTC,18609329,11100000000000000,0.0111,22.319547,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xdce95a016f359383a617a9c20913ab803bf6bb3c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xb301b2adde24fc3545e7aa119a50ac45d96649d866d9d9467a606f4be5a0839e,2023-11-20 00:09:11.000 UTC,18609329,134980000000000000,0.13498,271.4137346,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xd44bf9c873414d57e3ddd2012c07335b707303b0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x6df55525e32a4f1784698f8937adcba645321693,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2,Trade,buy,single item trade,0x272b4252e469bc5c1abed22209c2af38e902a2301bc3d0a23f94b9f8ccd36c37,2023-11-20 00:09:23.000 UTC,18609330,11110000000000000,0.01111,22.3396547,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x259edf6e4ee7fb85f88b10007e014cb47f43c6d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x7ecb204fed7e386386cab46a1fcb823ec5067ad5,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,7533,Trade,buy,single item trade,0xe73036cb83d4e5ee7b0af331e276dc57177fa8c10f7948f56d7a5d01bdafd3b0,2023-11-20 00:09:35.000 UTC,18609331,264780000000000000,0.26478,532.4116806000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x37b53d8c021d7c55046b8f8ab00cf9476e8ed3fd,0xf2458bd228d8a39b64bd3b9f84890e957cac3bbc
ethereum,0x3b3ee1931dc30c1957379fac9aba94d1c48a5405,0xcda72070e455bb31c7690a170224ce43623d0b6f,94622,Trade,Auction Settled,secondary,0xf4487afe941234fa7605813843b59cdcecf42cb3fc3aba8ddf0fa644cd13ec92,2023-11-20 00:09:47.000 UTC,18609332,2694200000000000000,2.6942,5413.644654,0x0000000000000000000000000000000000000000,ETH,foundation,1,0xcc6c1d21e8474b3578e69eb036c712ab08ffdfbb,0xcda72070e455bb31c7690a170224ce43623d0b6f
ethereum,0x198478f870d97d62d640368d111b979d7ca3c38f,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,7781,Trade,offer accepted,single item trade,0xafd45152771087d708a0e5d2a817988413710aa2cb97ba3a96326c0c3c248892,2023-11-20 00:09:47.000 UTC,18609332,17100000000000000,0.0171,34.384167,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x1b3f0bea0b2b2550e5ab6f527a915bb3d13e3880,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x08abed322775731d7b75dbdfe6151dc39ad83800,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1726,Trade,offer accepted,single item trade,0xce261d73778f2692b52a84bc4993679655bcfd4309705090c330e2fdfe28fc97,2023-11-20 00:09:59.000 UTC,18609333,14600000000000000,0.0146,29.357242,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0xbe80c0859a3559263e6808d487edfa8b4892b615,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x13303b4ee819fac204be5ef77523cfcd558c082f,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,5154,Trade,buy,single item trade,0x2effc00a4086aa5cfa753c2c1874ca263a238b6291e16bdac48a79b9813e5be5,2023-11-20 00:10:11.000 UTC,18609334,130000000000000000,0.13,261.4027,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x2ebdf6a5009251736abe65e10e1f729a9c98f4c0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,offer accepted,single item trade,0x3ad5bf1be2885cfe5b99f9e771fc0fb1e51a6ec3aa7a869ae00585f44ac223e0,2023-11-20 00:10:11.000 UTC,18609334,480000000000000000,0.48,965.1791999999999,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,4,0xd2b93be05396f16a038716d2ea4c8fb547d92a0d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x35471f47c3c0bc5fc75025b97a19ecdde00f78f8,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6998,Trade,buy,single item trade,0x4da8beb3f711fc8172823f27683c4ab25ad7f9002f2d808df519de5eccabf960,2023-11-20 00:10:11.000 UTC,18609334,220000000000000000,0.22,442.3738,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x0a957003c42e298d744d95001b6d2a961ad4a3c4,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xcaf94eb06d4de233c45b353723c387d3e440f3d6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0x0ffb4d1b20238167b259b78f5e8b535542f7ec67e028eb4050f0580dcb08d66b,2023-11-20 00:10:23.000 UTC,18609335,136900000000000000,0.1369,275.277151,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0xa6298da356587be51955b18e80dc6b134a932908,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xd532b88607b1877fe20c181cba2550e3bbd6b31c,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,8359,Trade,offer accepted,single item trade,0xe04be6fcd34e2952cf53566c94d228b7084f2dd3cf182ea4ff6c62801809223c,2023-11-20 00:10:35.000 UTC,18609336,30000000000000000,0.03,60.323699999999995,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x1b3f0bea0b2b2550e5ab6f527a915bb3d13e3880,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x7ecb204fed7e386386cab46a1fcb823ec5067ad5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,5808,Trade,Buy,secondary,0x3a467343e723033ddd2d10b0c2ea39df4051c7c712b9fb38544b6e061192f812,2023-11-20 00:10:35.000 UTC,18609336,235950000000000010,0.23595,474.4459005,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x37b53d8c021d7c55046b8f8ab00cf9476e8ed3fd,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x2acab3dea77832c09420663b0e1cb386031ba17b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,3878,Trade,offer accepted,single item trade,0x38926fe05d881d29663632cfcecc2fb4dd8096d97e20013fdf87d5e7890a109c,2023-11-20 00:10:47.000 UTC,18609337,167500000000000000,0.1675,336.807325,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0xa0e28641d6ceefa4a21091532b049e3614ef4ae6,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x49cf6f5d44e70224e2e23fdcdd2c053f30ada28b,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,4111,Trade,buy,single item trade,0x3a8b0417b6b73ffbf6cc396e10fe38a3dfc2f2c6d525d319b4cc2c491cc56a67,2023-11-20 00:10:59.000 UTC,18609338,1485000000000000000,1.485,2986.02315,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x5578a8fdd38d2cb5d30ccd8fd30059191f0e0761,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xed5af388653567af2f388e6224dc7c4b3241c544,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,9065,Trade,Buy,secondary,0x9102b00645e5bb432c4ee553707df98273c35629e4baee53ad6fca7be1c98079,2023-11-20 00:11:11.000 UTC,18609339,5750000000000000000,5.75,11562.0425,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0xba40917080746543702c90a75d2fd36c7f333395,0x29469395eaf6f95920e59f858042f0e28d98a20b
ethereum,0x34d85c9cdeb23fa97cb08333b511ac86e1c4e258,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,68603,Trade,Sell,secondary,0x1c51d95a68b2a2be018ecb0466115a959619c09a69a379b14ef25f4cdfcff96c,2023-11-20 00:11:23.000 UTC,18609340,600000000000000000,0.6,1206.474,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0xdf081666b112c0fac2def42b55a474baa07c7d35,0x29469395eaf6f95920e59f858042f0e28d98a20b
ethereum,0x6df55525e32a4f1784698f8937adcba645321693,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,2,Trade,buy,single item trade,0x1aae20fd653f9a5ee1b0dad2e7da5907d1efd4c218bf84fc532cfec0a038c473,2023-11-20 00:11:23.000 UTC,18609340,11110000000000000,0.01111,22.3398769,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x8addcbb41d8eb2bd77fe64e49ba269bf88c072a5,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,16997,Trade,Sell,secondary,0x4297c2a00938ed3e26cc8330dcbe66ad0295b7633d3363b55b2aaee2c106b79a,2023-11-20 00:11:35.000 UTC,18609341,310000000000000000,0.31,623.3448999999999,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x54044220ea06768ea07cae9af62a2d473b2122f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,18556,Trade,Sell,secondary,0x4297c2a00938ed3e26cc8330dcbe66ad0295b7633d3363b55b2aaee2c106b79a,2023-11-20 00:11:35.000 UTC,18609341,310000000000000000,0.31,623.3448999999999,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x54044220ea06768ea07cae9af62a2d473b2122f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x7f312a75b62846033bc5471c5bcb94b1abfaf06d,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2684,Trade,Sell,secondary,0xcfbc0a864cd609c2a1fb8191c104f24728a0a8c04016ead4ad2c95d07698c3e1,2023-11-20 00:11:35.000 UTC,18609341,750000000000000000,0.75,1508.0925,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0xbbe30b36eb676eeac610400d247c771d48976ffe,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,2173,Trade,Sell,secondary,0x4297c2a00938ed3e26cc8330dcbe66ad0295b7633d3363b55b2aaee2c106b79a,2023-11-20 00:11:35.000 UTC,18609341,310000000000000000,0.31,623.3448999999999,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x54044220ea06768ea07cae9af62a2d473b2122f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4377,Trade,Sell,secondary,0x4297c2a00938ed3e26cc8330dcbe66ad0295b7633d3363b55b2aaee2c106b79a,2023-11-20 00:11:35.000 UTC,18609341,310000000000000000,0.31,623.3448999999999,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x54044220ea06768ea07cae9af62a2d473b2122f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4961,Trade,Sell,secondary,0x4297c2a00938ed3e26cc8330dcbe66ad0295b7633d3363b55b2aaee2c106b79a,2023-11-20 00:11:35.000 UTC,18609341,310000000000000000,0.31,623.3448999999999,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x54044220ea06768ea07cae9af62a2d473b2122f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,6750,Trade,Sell,secondary,0x4297c2a00938ed3e26cc8330dcbe66ad0295b7633d3363b55b2aaee2c106b79a,2023-11-20 00:11:35.000 UTC,18609341,310000000000000000,0.31,623.3448999999999,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x54044220ea06768ea07cae9af62a2d473b2122f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x306b1ea3ecdf94ab739f1910bbda052ed4a9f949,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,15901,Trade,Sell,secondary,0x4297c2a00938ed3e26cc8330dcbe66ad0295b7633d3363b55b2aaee2c106b79a,2023-11-20 00:11:35.000 UTC,18609341,310000000000000000,0.31,623.3448999999999,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0x54044220ea06768ea07cae9af62a2d473b2122f5,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x7f312a75b62846033bc5471c5bcb94b1abfaf06d,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,630,Trade,Sell,secondary,0xcfbc0a864cd609c2a1fb8191c104f24728a0a8c04016ead4ad2c95d07698c3e1,2023-11-20 00:11:35.000 UTC,18609341,750000000000000000,0.75,1508.0925,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0xbbe30b36eb676eeac610400d247c771d48976ffe,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0x960b7a6bcd451c9968473f7bbfd9be826efd549a,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6939,Trade,offer accepted,single item trade,0x42a79f104c2a55f19d83d45d2adc91dc412597f705f7e9eaf2d04bea3a0c93b9,2023-11-20 00:11:59.000 UTC,18609343,2150000000000000000,2.15,4323.1984999999995,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,opensea,1,0x01491f18e3a91fd4e7ffb07e9bd655d2628749b9,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x9a87a43ac0b50984cd20964cb4978e6d9b3cbe5d,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,6405,Trade,buy,single item trade,0x844b69924cec94c95bb4158e5adc8f326901eae07d2b1581184576c1918e6b88,2023-11-20 00:11:59.000 UTC,18609343,58999000000000000,0.058999,118.63459921,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x2e40b1ca09298417b40dab702c082553fe47f20a,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x10daa9f4c0f985430fde4959adb2c791ef2ccf83,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,10004,Trade,buy,single item trade,0x04dec47fca84bbac36e3e41bda4e7eb63c3d88c7906c0618725df53362a37c0a,2023-11-20 00:12:11.000 UTC,18609344,39999000000000000,0.039999,80.42958921,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x67e867607d16c010bee44925e0217814bbebd801,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0xd3d9ddd0cf0a5f0bfb8f7fceae075df687eaebab,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,4572,Trade,Buy,secondary,0xaae3087da3d91399004b912d55d3dc0506063a7fdc51b6c453400e9bfad87891,2023-11-20 00:12:11.000 UTC,18609344,399000000000000000,0.399,802.30521,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,blur,1,0x5e5c35235b7e288ba0547c622be93c39058538a0,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
ethereum,0xf95925e44f1cd20e2791b3bc8de3afb214d77956,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,1,Trade,buy,single item trade,0xf413dd0adc698b35dd41c080ec521fa99c370a9d35551636de9144f17ed92552,2023-11-20 00:12:11.000 UTC,18609344,16900000000000000,0.0169,33.982350999999994,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,opensea,1,0x5f368deb320a0e124788317e6ac66af457a4d276,0x00000000000000adc04c56bf30ac9d3c0aaf14dc
ethereum,0x9772f5df100bba0d4e637ab866b17f94fcac0cf8,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5,3910,Trade,Sell,secondary,0x45eccc18728870ad9090f5444b6845a101d56e3e47f62a1e42e465d53f65427b,2023-11-20 00:12:11.000 UTC,18609344,80000000000000000,0.08,160.8632,0x0000000000a39bb272e79075ade125fd351887ac,bpETH,blur,1,0xa5bd4fa2db60afdf5cf57c6c2ea40beef982caae,0xb2ecfe4e4d61f8790bbb9de2d1259b9e2410cea5
